League_Name,Team_Away,GP,Avg,0.5+,1.5+,2.5+,3.5+,4.5+,5.5+,BTS,CS,FTS,WTN,LTN
Italy - Serie C - Group B,Torres,19.0,2.95,95%,74%,63%,37%,21%,5%,74%,16%,16%,11%,11%
Italy - Serie C - Group B,SPAL,19.0,2.89,95%,79%,58%,32%,21%,5%,63%,21%,21%,16%,16%
Italy - Serie C - Group B,Pineto,19.0,2.84,95%,84%,58%,26%,16%,5%,63%,21%,21%,16%,16%
Italy - Serie C - Group B,Pontedera,19.0,2.68,95%,79%,47%,21%,16%,11%,58%,26%,21%,21%,16%
Italy - Serie C - Group B,Athletic Carpi,19.0,2.63,95%,68%,53%,32%,11%,5%,58%,21%,26%,16%,21%
Italy - Serie C - Group B,Lucchese,19.0,2.63,74%,74%,53%,37%,26%,0%,47%,32%,47%,5%,21%
Italy - Serie C - Group B,Pescara,19.0,2.47,89%,58%,58%,32%,11%,0%,53%,32%,26%,21%,16%
Italy - Serie C - Group B,Rimini,19.0,2.42,89%,74%,53%,21%,5%,0%,53%,32%,26%,21%,16%
Italy - Serie C - Group B,Pianese,19.0,2.37,95%,68%,32%,16%,16%,11%,37%,26%,42%,21%,37%
Italy - Serie C - Group B,AC Milan B,19.0,2.32,89%,68%,47%,16%,11%,0%,58%,16%,37%,5%,26%
Italy - Serie C - Group B,Sestri Levante,19.0,2.32,84%,53%,42%,32%,16%,5%,37%,32%,47%,16%,32%
Italy - Serie C - Group B,Arezzo,19.0,2.26,95%,63%,42%,21%,5%,0%,32%,53%,21%,47%,16%
Italy - Serie C - Group B,Ascoli,19.0,2.26,89%,79%,42%,16%,0%,0%,63%,21%,26%,11%,16%
Italy - Serie C - Group B,Legnago Salus,19.0,2.21,84%,63%,37%,16%,5%,5%,42%,26%,47%,11%,32%
Italy - Serie C - Group B,Perugia,19.0,2.16,79%,63%,42%,21%,5%,5%,53%,26%,42%,5%,21%
Italy - Serie C - Group B,Entella,19.0,2.05,95%,74%,26%,11%,0%,0%,53%,47%,5%,42%,0%
Italy - Serie C - Group B,Gubbio,19.0,2.05,95%,68%,37%,5%,0%,0%,47%,26%,32%,21%,26%
Italy - Serie C - Group B,Vis Pesaro,19.0,2.0,89%,58%,32%,16%,5%,0%,47%,37%,26%,26%,16%
Italy - Serie C - Group B,Campobasso,19.0,1.89,79%,63%,37%,5%,5%,0%,37%,26%,58%,5%,37%
Italy - Serie C - Group B,Ternana,19.0,1.79,79%,47%,37%,11%,5%,0%,32%,53%,37%,32%,16%
Italy - Serie C - Group B,,,,,,,,,,,,,,
Italy - Serie C - Group B,League average,,,88.9%,67.9%,44.7%,21.1%,10.0%,2.9%,50.3%,29.5%,31.3%,18.4%,20.3%
Japan - J1 League,Cerezo Osaka,10.0,3.1,90%,80%,60%,40%,20%,10%,60%,10%,40%,0%,30%
Japan - J1 League,Kyoto Sanga,11.0,2.82,100%,82%,64%,9%,9%,9%,64%,18%,18%,18%,18%
Japan - J1 League,Gamba Osaka,10.0,2.7,100%,70%,40%,30%,20%,10%,40%,20%,40%,20%,40%
Japan - J1 League,FC Tokyo,8.0,2.63,100%,62%,38%,38%,25%,0%,50%,12%,38%,12%,38%
Japan - J1 League,Nagoya G.,10.0,2.6,100%,90%,50%,20%,0%,0%,60%,10%,30%,10%,30%
Japan - J1 League,Yokohama M.,7.0,2.57,100%,57%,43%,29%,14%,14%,43%,0%,57%,0%,57%
Japan - J1 League,K. Frontale,8.0,2.5,88%,88%,62%,12%,0%,0%,75%,25%,12%,12%,0%
Japan - J1 League,Machida Zelvia,10.0,2.4,100%,60%,50%,30%,0%,0%,50%,30%,20%,30%,20%
Japan - J1 League,Vissel Kobe,8.0,2.38,100%,50%,50%,25%,12%,0%,50%,25%,25%,25%,25%
Japan - J1 League,Kashima Antlers,8.0,2.25,100%,50%,50%,25%,0%,0%,38%,25%,38%,25%,38%
Japan - J1 League,Shonan Bellmare,10.0,2.2,90%,80%,40%,10%,0%,0%,30%,30%,50%,20%,40%
Japan - J1 League,Urawa RD,10.0,2.1,90%,80%,30%,10%,0%,0%,70%,20%,20%,10%,10%
Japan - J1 League,Kashiwa Reysol,10.0,2.0,100%,80%,20%,0%,0%,0%,50%,40%,10%,40%,10%
Japan - J1 League,Shimizu S-Pulse,9.0,2.0,100%,56%,22%,11%,11%,0%,33%,22%,44%,22%,44%
Japan - J1 League,Albirex Niigata,8.0,1.88,100%,62%,25%,0%,0%,0%,50%,25%,25%,25%,25%
Japan - J1 League,S. Hiroshima,8.0,1.88,100%,50%,38%,0%,0%,0%,38%,38%,25%,38%,25%
Japan - J1 League,Avispa Fukuoka,9.0,1.78,89%,44%,33%,11%,0%,0%,33%,44%,33%,33%,22%
Japan - J1 League,Tokyo Verdy,9.0,1.67,67%,44%,33%,22%,0%,0%,22%,56%,56%,22%,22%
Japan - J1 League,Yokohama FC,8.0,1.63,75%,50%,38%,0%,0%,0%,38%,38%,50%,12%,25%
Japan - J1 League,Fagiano Okayama,8.0,1.5,88%,50%,12%,0%,0%,0%,25%,25%,62%,12%,50%
Japan - J1 League,,,,,,,,,,,,,,
Japan - J1 League,League average,,,93.9%,65.4%,40.2%,16.2%,5.6%,2.2%,46.4%,25.7%,34.1%,19.6%,27.9%
Japan - J2 League,V-V. Nagasaki,8.0,3.5,100%,100%,75%,50%,25%,0%,100%,0%,0%,0%,0%
Japan - J2 League,Jubilo Iwata,8.0,3.38,88%,75%,62%,50%,38%,25%,75%,12%,25%,0%,12%
Japan - J2 League,Ehime FC,7.0,3.29,100%,100%,43%,43%,29%,14%,100%,0%,0%,0%,0%
Japan - J2 League,Blaublitz Akita,10.0,3.2,100%,80%,70%,30%,20%,20%,80%,10%,10%,10%,10%
Japan - J2 League,Iwaki,8.0,2.75,88%,75%,38%,25%,25%,12%,50%,12%,50%,0%,38%
Japan - J2 League,C. Sapporo,10.0,2.5,100%,80%,50%,20%,0%,0%,50%,10%,40%,10%,40%
Japan - J2 League,R. Yamaguchi,8.0,2.5,100%,62%,50%,38%,0%,0%,50%,12%,38%,12%,38%
Japan - J2 League,Fujieda MYFC,9.0,2.44,78%,56%,44%,22%,22%,22%,56%,22%,44%,0%,22%
Japan - J2 League,M. Yamagata,10.0,2.4,90%,60%,50%,30%,10%,0%,60%,20%,30%,10%,20%
Japan - J2 League,Mito Hollyhock,7.0,2.29,86%,71%,43%,14%,14%,0%,43%,43%,29%,29%,14%
Japan - J2 League,Oita Trinita,8.0,2.25,100%,75%,38%,12%,0%,0%,38%,25%,38%,25%,38%
Japan - J2 League,JEF Utd Chiba,9.0,2.11,89%,56%,33%,22%,11%,0%,44%,33%,33%,22%,22%
Japan - J2 League,FC Imabari,8.0,2.0,75%,38%,38%,25%,25%,0%,38%,50%,38%,25%,12%
Japan - J2 League,Omiya Ardija,8.0,2.0,88%,50%,50%,12%,0%,0%,38%,38%,38%,25%,25%
Japan - J2 League,R. Kumamoto,7.0,2.0,86%,57%,29%,14%,14%,0%,43%,43%,29%,29%,14%
Japan - J2 League,Sagan Tosu,7.0,2.0,100%,57%,29%,14%,0%,0%,43%,29%,29%,29%,29%
Japan - J2 League,Vegalta Sendai,9.0,1.89,89%,44%,44%,11%,0%,0%,33%,44%,33%,33%,22%
Japan - J2 League,Tokushima V.,9.0,1.56,89%,67%,0%,0%,0%,0%,22%,56%,33%,44%,22%
Japan - J2 League,Kataller Toyama,8.0,1.5,75%,38%,25%,12%,0%,0%,25%,38%,62%,12%,38%
Japan - J2 League,Ventforet Kofu,9.0,1.33,67%,33%,22%,11%,0%,0%,11%,67%,56%,33%,22%
Japan - J2 League,,,,,,,,,,,,,,
Japan - J2 League,League average,,,89.2%,63.5%,41.9%,22.8%,11.4%,4.8%,49.7%,28.1%,32.9%,17.4%,22.2%
Japan - J3 League,Kusatsu,6.0,5.17,100%,100%,83%,83%,67%,50%,100%,0%,0%,0%,0%
Japan - J3 League,Kochi United,7.0,4.29,100%,86%,86%,71%,57%,14%,71%,14%,14%,14%,14%
Japan - J3 League,Fukushima Utd,7.0,3.29,100%,86%,71%,57%,14%,0%,57%,14%,29%,14%,29%
Japan - J3 League,Gifu,6.0,2.83,100%,83%,33%,17%,17%,17%,67%,0%,33%,0%,33%
Japan - J3 League,Kagoshima Utd,6.0,2.5,83%,83%,50%,33%,0%,0%,67%,33%,17%,17%,0%
Japan - J3 League,Nara Club,5.0,2.4,100%,100%,40%,0%,0%,0%,80%,0%,20%,0%,20%
Japan - J3 League,AC Numazu,6.0,2.33,83%,67%,33%,33%,17%,0%,67%,17%,33%,0%,17%
Japan - J3 League,SC Sagamihara,6.0,2.33,100%,100%,33%,0%,0%,0%,67%,0%,33%,0%,33%
Japan - J3 League,Z. Kanazawa,9.0,2.11,100%,78%,33%,0%,0%,0%,67%,11%,22%,11%,22%
Japan - J3 League,Osaka,6.0,2.0,100%,50%,50%,0%,0%,0%,50%,17%,33%,17%,33%
Japan - J3 League,T. Miyazaki,6.0,2.0,83%,50%,33%,17%,17%,0%,50%,50%,17%,33%,0%
Japan - J3 League,Tochigi City,7.0,2.0,86%,57%,29%,14%,14%,0%,29%,57%,29%,43%,14%
Japan - J3 League,Matsumoto Y.,7.0,1.86,86%,71%,29%,0%,0%,0%,57%,29%,29%,14%,14%
Japan - J3 League,Nagano Parceiro,7.0,1.86,86%,43%,29%,29%,0%,0%,29%,29%,57%,14%,43%
Japan - J3 League,Kamatamare S.,6.0,1.83,100%,83%,0%,0%,0%,0%,50%,17%,33%,17%,33%
Japan - J3 League,Gainare Tottori,8.0,1.75,88%,50%,38%,0%,0%,0%,12%,12%,88%,0%,75%
Japan - J3 League,FC Ryukyu,6.0,1.67,83%,67%,17%,0%,0%,0%,50%,17%,50%,0%,33%
Japan - J3 League,G. Kitakyushu,6.0,1.5,100%,33%,17%,0%,0%,0%,17%,50%,33%,50%,33%
Japan - J3 League,V. Hachinohe,7.0,1.43,100%,29%,14%,0%,0%,0%,29%,43%,29%,43%,29%
Japan - J3 League,Tochigi SC,6.0,0.83,50%,17%,17%,0%,0%,0%,17%,67%,67%,17%,17%
Japan - J3 League,,,,,,,,,,,,,,
Japan - J3 League,League average,,,91.5%,66.2%,36.9%,17.7%,10.0%,3.8%,50.8%,23.8%,33.8%,15.4%,25.4%
Kazakhstan - Premier League,Kaisar K.,5.0,3.6,100%,100%,80%,40%,40%,0%,60%,0%,40%,0%,40%
Kazakhstan - Premier League,Ordabasy,3.0,3.33,100%,100%,100%,33%,0%,0%,67%,0%,33%,0%,33%
Kazakhstan - Premier League,Atyrau,4.0,2.75,100%,75%,75%,25%,0%,0%,50%,0%,50%,0%,50%
Kazakhstan - Premier League,Kairat Almaty,7.0,2.71,86%,71%,57%,29%,29%,0%,71%,14%,29%,0%,14%
Kazakhstan - Premier League,Okzhetpes,6.0,2.67,100%,83%,50%,33%,0%,0%,50%,33%,17%,33%,17%
Kazakhstan - Premier League,Turan,4.0,2.5,100%,50%,50%,25%,25%,0%,50%,0%,50%,0%,50%
Kazakhstan - Premier League,Aktobe,7.0,2.43,86%,71%,57%,29%,0%,0%,43%,43%,29%,29%,14%
Kazakhstan - Premier League,Tobol,5.0,2.2,80%,60%,60%,20%,0%,0%,60%,40%,20%,20%,0%
Kazakhstan - Premier League,FC Astana,5.0,2.0,100%,100%,0%,0%,0%,0%,40%,60%,0%,60%,0%
Kazakhstan - Premier League,Yelimay Semey,6.0,2.0,100%,67%,33%,0%,0%,0%,50%,33%,17%,33%,17%
Kazakhstan - Premier League,Zhenys,5.0,2.0,60%,60%,20%,20%,20%,20%,60%,40%,40%,0%,0%
Kazakhstan - Premier League,Ulytau,6.0,1.67,83%,50%,33%,0%,0%,0%,17%,33%,67%,17%,50%
Kazakhstan - Premier League,Zhetysu,5.0,1.6,80%,60%,20%,0%,0%,0%,40%,20%,60%,0%,40%
Kazakhstan - Premier League,Kyzylzhar,4.0,1.5,50%,50%,50%,0%,0%,0%,50%,50%,50%,0%,0%
Kazakhstan - Premier League,,,,,,,,,,,,,,
Kazakhstan - Premier League,League average,,,87.5%,70.8%,47.2%,18.1%,8.3%,1.4%,50.0%,27.8%,34.7%,15.3%,22.2%
Lithuania - A Lyga,Hegelmann L.,7.0,3.43,100%,100%,71%,43%,14%,14%,29%,29%,43%,29%,43%
Lithuania - A Lyga,Riteriai,7.0,3.14,100%,100%,71%,43%,0%,0%,71%,0%,29%,0%,29%
Lithuania - A Lyga,Panevezys,6.0,3.0,83%,83%,67%,50%,17%,0%,83%,17%,17%,0%,0%
Lithuania - A Lyga,Dainava,6.0,2.83,100%,83%,50%,33%,17%,0%,67%,0%,33%,0%,33%
Lithuania - A Lyga,Zalgiris,6.0,2.83,100%,83%,50%,17%,17%,17%,33%,17%,50%,17%,50%
Lithuania - A Lyga,Suduva,7.0,2.57,86%,71%,43%,14%,14%,14%,29%,43%,43%,29%,29%
Lithuania - A Lyga,Siauliai,7.0,2.43,100%,71%,57%,14%,0%,0%,57%,14%,29%,14%,29%
Lithuania - A Lyga,Kauno Zalgiris,6.0,2.0,67%,50%,33%,33%,17%,0%,33%,67%,33%,33%,0%
Lithuania - A Lyga,Banga,5.0,1.8,100%,60%,20%,0%,0%,0%,40%,20%,40%,20%,40%
Lithuania - A Lyga,Dziugas Telsiai,8.0,1.63,100%,38%,25%,0%,0%,0%,25%,50%,25%,50%,25%
Lithuania - A Lyga,,,,,,,,,,,,,,
Lithuania - A Lyga,League average,,,93.8%,73.8%,49.2%,24.6%,9.2%,4.6%,46.2%,26.2%,33.8%,20.0%,27.7%
Malaysia - Super League,Kelantan United,12.0,4.25,100%,83%,75%,50%,50%,25%,25%,0%,75%,0%,75%
Malaysia - Super League,Johor Darul,12.0,4.0,100%,92%,75%,58%,33%,25%,50%,50%,0%,50%,0%
Malaysia - Super League,Pulau Pinang,12.0,3.33,92%,75%,50%,50%,42%,17%,50%,25%,33%,17%,25%
Malaysia - Super League,Sabah,12.0,3.33,92%,83%,75%,50%,25%,8%,58%,17%,33%,8%,25%
Malaysia - Super League,Kedah,12.0,3.17,100%,67%,50%,33%,33%,25%,17%,25%,58%,25%,58%
Malaysia - Super League,Negeri Sembilan,12.0,3.0,92%,92%,67%,42%,8%,0%,67%,17%,25%,8%,17%
Malaysia - Super League,Kuching,12.0,2.83,100%,100%,58%,25%,0%,0%,67%,25%,8%,25%,8%
Malaysia - Super League,PDRM,12.0,2.75,100%,83%,42%,25%,17%,8%,50%,0%,50%,0%,50%
Malaysia - Super League,Perak,12.0,2.75,100%,83%,50%,25%,8%,8%,58%,33%,8%,33%,8%
Malaysia - Super League,Kuala Lumpur,12.0,2.67,100%,75%,58%,25%,8%,0%,58%,8%,33%,8%,33%
Malaysia - Super League,Selangor,12.0,2.67,100%,75%,50%,17%,8%,8%,50%,33%,17%,33%,17%
Malaysia - Super League,Pahang,12.0,2.5,92%,75%,50%,33%,0%,0%,58%,25%,25%,17%,17%
Malaysia - Super League,Terengganu,12.0,2.33,92%,67%,33%,25%,8%,8%,42%,25%,42%,17%,33%
Malaysia - Super League,,,,,,,,,,,,,,
Malaysia - Super League,League average,,,96.8%,80.8%,56.4%,35.3%,18.6%,10.3%,50.0%,21.8%,31.4%,18.6%,28.2%
Malta - Premier League,Naxxar Lions,14.0,3.21,100%,79%,57%,43%,21%,14%,43%,7%,50%,7%,50%
Malta - Premier League,Mosta,16.0,3.13,100%,94%,62%,31%,19%,6%,62%,0%,38%,0%,38%
Malta - Premier League,Zabbar,16.0,2.88,100%,81%,56%,38%,6%,6%,56%,25%,19%,25%,19%
Malta - Premier League,Melita,12.0,2.83,92%,92%,50%,33%,8%,8%,67%,17%,25%,8%,17%
Malta - Premier League,Hamrun Spartans,15.0,2.73,93%,73%,47%,20%,20%,13%,47%,33%,27%,27%,20%
Malta - Premier League,Hibernians,15.0,2.73,100%,87%,40%,27%,20%,0%,60%,20%,20%,20%,20%
Malta - Premier League,Balzan,14.0,2.5,86%,71%,57%,14%,7%,7%,36%,21%,57%,7%,43%
Malta - Premier League,Birkirkara,11.0,2.36,91%,73%,45%,9%,9%,9%,27%,73%,9%,64%,0%
Malta - Premier League,Gzira Utd,11.0,2.36,100%,64%,45%,18%,9%,0%,45%,27%,27%,27%,27%
Malta - Premier League,Marsaxlokk,14.0,2.36,86%,57%,50%,29%,14%,0%,43%,50%,21%,36%,7%
Malta - Premier League,Floriana,11.0,2.18,91%,82%,36%,9%,0%,0%,36%,55%,18%,45%,9%
Malta - Premier League,Sliema,13.0,2.0,85%,38%,31%,23%,15%,8%,31%,46%,38%,31%,23%
Malta - Premier League,,,,,,,,,,,,,,
Malta - Premier League,League average,,,93.8%,74.7%,48.8%,25.3%,13.0%,6.2%,46.9%,29.6%,29.6%,23.5%,23.5%
Mexico - Liga MX - Apertura,Club Leon,8.0,3.75,100%,100%,88%,62%,25%,0%,88%,0%,12%,0%,12%
Mexico - Liga MX - Apertura,Juarez,9.0,3.67,100%,89%,78%,56%,44%,0%,44%,22%,33%,22%,33%
Mexico - Liga MX - Apertura,Cruz Azul,8.0,3.5,100%,100%,75%,50%,12%,12%,62%,38%,0%,38%,0%
Mexico - Liga MX - Apertura,CF America,9.0,3.22,100%,89%,67%,44%,22%,0%,67%,11%,22%,11%,22%
Mexico - Liga MX - Apertura,Atlas,9.0,3.0,78%,78%,78%,44%,22%,0%,56%,22%,44%,0%,22%
Mexico - Liga MX - Apertura,Necaxa,8.0,3.0,75%,62%,50%,38%,38%,12%,50%,25%,50%,0%,25%
Mexico - Liga MX - Apertura,Queretaro,9.0,3.0,100%,89%,67%,44%,0%,0%,56%,11%,33%,11%,33%
Mexico - Liga MX - Apertura,Santos Laguna,8.0,2.75,100%,75%,50%,38%,12%,0%,50%,0%,50%,0%,50%
Mexico - Liga MX - Apertura,Tigres,9.0,2.67,100%,78%,44%,22%,11%,11%,44%,33%,22%,33%,22%
Mexico - Liga MX - Apertura,A. San Luis,9.0,2.56,100%,67%,44%,22%,11%,11%,44%,11%,44%,11%,44%
Mexico - Liga MX - Apertura,Pachuca,9.0,2.56,89%,89%,56%,11%,11%,0%,56%,11%,44%,0%,33%
Mexico - Liga MX - Apertura,Puebla,8.0,2.5,100%,62%,38%,25%,25%,0%,38%,12%,50%,12%,50%
Mexico - Liga MX - Apertura,Toluca,8.0,2.38,88%,75%,50%,25%,0%,0%,62%,25%,25%,12%,12%
Mexico - Liga MX - Apertura,Tijuana,8.0,2.25,88%,75%,50%,12%,0%,0%,50%,12%,50%,0%,38%
Mexico - Liga MX - Apertura,Guadalajara,8.0,2.13,100%,62%,12%,12%,12%,12%,25%,38%,38%,38%,38%
Mexico - Liga MX - Apertura,Monterrey,8.0,2.13,100%,62%,38%,12%,0%,0%,50%,38%,12%,38%,12%
Mexico - Liga MX - Apertura,Pumas UNAM,9.0,1.56,78%,56%,22%,0%,0%,0%,44%,44%,33%,22%,11%
Mexico - Liga MX - Apertura,Mazatlan,9.0,0.89,56%,22%,11%,0%,0%,0%,0%,44%,100%,0%,56%
Mexico - Liga MX - Apertura,,,,,,,,,,,,,,
Mexico - Liga MX - Apertura,League average,,,91.5%,73.9%,51.0%,28.8%,13.7%,3.3%,49.0%,22.2%,37.3%,13.7%,28.8%
Mexico - Liga MX - Clausura,Pumas UNAM,8.0,4.25,100%,100%,100%,62%,50%,12%,100%,0%,0%,0%,0%
Mexico - Liga MX - Clausura,Pachuca,8.0,4.0,100%,88%,88%,50%,38%,12%,88%,12%,0%,12%,0%
Mexico - Liga MX - Clausura,Toluca,9.0,3.67,100%,89%,78%,44%,33%,22%,56%,33%,11%,33%,11%
Mexico - Liga MX - Clausura,Necaxa,9.0,3.44,100%,78%,78%,44%,22%,11%,56%,33%,11%,33%,11%
Mexico - Liga MX - Clausura,A. San Luis,8.0,3.25,100%,88%,88%,38%,12%,0%,62%,0%,38%,0%,38%
Mexico - Liga MX - Clausura,Monterrey,9.0,3.22,100%,89%,56%,33%,22%,22%,78%,11%,11%,11%,11%
Mexico - Liga MX - Clausura,Tijuana,9.0,3.11,100%,100%,67%,33%,11%,0%,56%,22%,22%,22%,22%
Mexico - Liga MX - Clausura,Guadalajara,9.0,2.89,100%,89%,56%,33%,11%,0%,89%,11%,0%,11%,0%
Mexico - Liga MX - Clausura,Santos Laguna,9.0,2.89,100%,78%,56%,22%,22%,11%,56%,0%,44%,0%,44%
Mexico - Liga MX - Clausura,Club Leon,9.0,2.78,100%,100%,78%,0%,0%,0%,100%,0%,0%,0%,0%
Mexico - Liga MX - Clausura,Atlas,8.0,2.75,75%,75%,50%,25%,25%,12%,62%,25%,38%,0%,12%
Mexico - Liga MX - Clausura,Mazatlan,8.0,2.5,100%,62%,50%,25%,12%,0%,50%,12%,38%,12%,38%
Mexico - Liga MX - Clausura,Queretaro,8.0,2.38,100%,75%,38%,12%,12%,0%,38%,12%,50%,12%,50%
Mexico - Liga MX - Clausura,Cruz Azul,9.0,2.33,89%,56%,44%,33%,11%,0%,56%,33%,22%,22%,11%
Mexico - Liga MX - Clausura,Puebla,9.0,2.22,100%,78%,22%,11%,11%,0%,44%,11%,44%,11%,44%
Mexico - Liga MX - Clausura,CF America,8.0,2.13,88%,50%,38%,25%,12%,0%,38%,38%,38%,25%,25%
Mexico - Liga MX - Clausura,Juarez,8.0,1.75,88%,50%,25%,12%,0%,0%,38%,25%,50%,12%,38%
Mexico - Liga MX - Clausura,Tigres,8.0,1.75,75%,50%,38%,12%,0%,0%,38%,25%,62%,0%,38%
Mexico - Liga MX - Clausura,,,,,,,,,,,,,,
Mexico - Liga MX - Clausura,League average,,,95.4%,77.8%,58.2%,28.8%,17.0%,5.9%,61.4%,17.0%,26.1%,12.4%,21.6%
Netherlands - Eredivisie,PSV Eindhoven,17.0,4.24,100%,94%,88%,71%,35%,18%,76%,18%,6%,18%,6%
Netherlands - Eredivisie,RKC Waalwijk,17.0,3.65,100%,100%,65%,47%,35%,12%,71%,0%,29%,0%,29%
Netherlands - Eredivisie,Feyenoord,17.0,3.41,94%,88%,53%,41%,35%,18%,65%,24%,18%,18%,12%
Netherlands - Eredivisie,Go Ahead Eagles,17.0,3.41,94%,82%,59%,41%,35%,18%,59%,18%,29%,12%,24%
Netherlands - Eredivisie,FC Utrecht,17.0,3.24,94%,88%,71%,47%,18%,6%,76%,18%,12%,12%,6%
Netherlands - Eredivisie,FC Twente,17.0,3.18,100%,88%,65%,29%,18%,12%,71%,18%,12%,18%,12%
Netherlands - Eredivisie,Heerenveen,17.0,3.18,100%,82%,65%,24%,12%,12%,47%,0%,53%,0%,53%
Netherlands - Eredivisie,FC Groningen,17.0,3.06,100%,88%,59%,35%,18%,6%,59%,0%,41%,0%,41%
Netherlands - Eredivisie,Fortuna Sittard,17.0,2.94,94%,76%,47%,41%,24%,6%,65%,12%,29%,6%,24%
Netherlands - Eredivisie,PEC Zwolle,17.0,2.94,94%,82%,47%,41%,18%,12%,59%,6%,41%,0%,35%
Netherlands - Eredivisie,Heracles Almelo,17.0,2.88,88%,71%,53%,35%,29%,6%,47%,18%,47%,6%,35%
Netherlands - Eredivisie,NAC Breda,17.0,2.88,100%,82%,53%,35%,18%,0%,47%,6%,47%,6%,47%
Netherlands - Eredivisie,AZ Alkmaar,17.0,2.82,88%,71%,65%,35%,18%,6%,53%,35%,24%,24%,12%
Netherlands - Eredivisie,Ajax Amsterdam,17.0,2.76,100%,88%,47%,24%,6%,6%,47%,47%,6%,47%,6%
Netherlands - Eredivisie,Willem II,17.0,2.53,100%,71%,29%,24%,12%,6%,53%,12%,35%,12%,35%
Netherlands - Eredivisie,Almere City,17.0,2.24,88%,65%,47%,18%,6%,0%,29%,24%,59%,12%,47%
Netherlands - Eredivisie,Sparta,17.0,2.24,100%,82%,41%,0%,0%,0%,59%,12%,29%,12%,29%
Netherlands - Eredivisie,NEC Nijmegen,17.0,2.18,94%,59%,41%,12%,12%,0%,18%,35%,53%,29%,47%
Netherlands - Eredivisie,,,,,,,,,,,,,,
Netherlands - Eredivisie,League average,,,96.1%,81.0%,55.2%,33.3%,19.3%,7.8%,55.6%,16.7%,31.7%,12.7%,27.8%
Netherlands - Eerste Divisie,Vitesse Arnhem,19.0,3.68,100%,84%,68%,53%,21%,21%,58%,16%,26%,16%,26%
Netherlands - Eerste Divisie,FC Volendam,19.0,3.42,95%,89%,74%,47%,26%,5%,74%,21%,11%,16%,5%
Netherlands - Eerste Divisie,FC Eindhoven,19.0,3.32,100%,95%,58%,42%,21%,11%,47%,32%,21%,32%,21%
Netherlands - Eerste Divisie,Jong AZ,19.0,3.32,95%,79%,63%,37%,32%,26%,58%,32%,16%,26%,11%
Netherlands - Eerste Divisie,Jong Utrecht,19.0,3.26,95%,95%,63%,42%,21%,11%,58%,5%,42%,0%,37%
Netherlands - Eerste Divisie,VVV,19.0,3.21,89%,84%,74%,47%,21%,5%,47%,16%,47%,5%,37%
Netherlands - Eerste Divisie,Cambuur,19.0,3.16,100%,74%,47%,42%,32%,16%,42%,42%,16%,42%,16%
Netherlands - Eerste Divisie,Helmond Sport,19.0,3.16,95%,79%,68%,53%,21%,0%,68%,11%,26%,5%,21%
Netherlands - Eerste Divisie,Jong PSV,19.0,3.16,100%,84%,58%,47%,21%,5%,47%,16%,37%,16%,37%
Netherlands - Eerste Divisie,Roda JC,19.0,3.16,89%,89%,63%,42%,21%,5%,68%,16%,26%,5%,16%
Netherlands - Eerste Divisie,ADO Den Haag,19.0,3.11,95%,79%,53%,32%,21%,16%,68%,21%,16%,16%,11%
Netherlands - Eerste Divisie,De Graafschap,19.0,3.05,95%,89%,63%,42%,16%,0%,68%,11%,26%,5%,21%
Netherlands - Eerste Divisie,Excelsior,19.0,3.0,95%,84%,68%,37%,16%,0%,68%,21%,16%,16%,11%
Netherlands - Eerste Divisie,Telstar,19.0,2.95,100%,79%,58%,32%,21%,5%,58%,21%,21%,21%,21%
Netherlands - Eerste Divisie,Jong Ajax,19.0,2.74,100%,79%,63%,21%,5%,5%,47%,11%,42%,11%,42%
Netherlands - Eerste Divisie,FC Emmen,19.0,2.68,100%,84%,58%,21%,5%,0%,37%,26%,37%,26%,37%
Netherlands - Eerste Divisie,FC Den Bosch,19.0,2.63,79%,68%,63%,32%,16%,5%,42%,32%,47%,11%,26%
Netherlands - Eerste Divisie,FC Dordrecht,19.0,2.58,95%,63%,53%,26%,21%,0%,42%,26%,37%,21%,32%
Netherlands - Eerste Divisie,MVV Maastricht,19.0,2.58,84%,63%,42%,37%,21%,5%,42%,16%,58%,0%,42%
Netherlands - Eerste Divisie,TOP Oss,19.0,2.16,79%,63%,37%,32%,5%,0%,37%,21%,63%,0%,42%
Netherlands - Eerste Divisie,,,,,,,,,,,,,,
Netherlands - Eerste Divisie,League average,,,93.9%,80.3%,59.7%,38.2%,19.2%,7.1%,53.9%,20.5%,31.6%,14.5%,25.5%
Northern Ireland - NIFL Premiership,Cliftonville,20.0,2.9,95%,85%,50%,35%,20%,5%,60%,5%,40%,0%,35%
Northern Ireland - NIFL Premiership,Loughgall,19.0,2.84,89%,74%,47%,42%,16%,11%,47%,16%,47%,5%,37%
Northern Ireland - NIFL Premiership,Glentoran,21.0,2.71,90%,81%,62%,29%,10%,0%,57%,24%,29%,14%,19%
Northern Ireland - NIFL Premiership,Coleraine,19.0,2.63,95%,79%,58%,21%,5%,5%,58%,32%,16%,26%,11%
Northern Ireland - NIFL Premiership,Carrick Rangers,18.0,2.61,94%,83%,61%,22%,0%,0%,56%,6%,44%,0%,39%
Northern Ireland - NIFL Premiership,Dungannon,18.0,2.61,100%,72%,39%,28%,17%,6%,44%,33%,22%,33%,22%
Northern Ireland - NIFL Premiership,Ballymena Utd,20.0,2.6,95%,60%,50%,30%,20%,5%,40%,30%,35%,25%,30%
